Episode 1 reward -169.953830464 in 96 steps, epsilon=0.9914013396074944
Episode 2 reward -159.066807838 in 106 steps, epsilon=0.9820023878572844
Episode 3 reward -180.093075448 in 79 steps, epsilon=0.9750620195437119
Episode 4 reward -138.75921645 in 122 steps, epsilon=0.9644511209966011
Episode 5 reward -233.009958581 in 59 steps, epsilon=0.9593658756080581
Episode 6 reward -506.988997504 in 89 steps, epsilon=0.9517514537538608
Episode 7 reward -333.79513161 in 88 steps, epsilon=0.9442889242487775
Episode 8 reward -253.551484378 in 130 steps, epsilon=0.9333842024993136
Episode 9 reward -183.415981817 in 94 steps, epsilon=0.9255870948145568
Episode 10 reward -514.756302972 in 94 steps, epsilon=0.9178629365426463
Episode 11 reward -167.011234412 in 120 steps, epsilon=0.9081072325959809
Episode 12 reward -385.631754981 in 88 steps, epsilon=0.9010270872790098
Episode 13 reward -422.419020891 in 152 steps, epsilon=0.8889435431354672
Episode 14 reward -117.842298312 in 85 steps, epsilon=0.8822659430239584
Episode 15 reward -116.151222267 in 67 steps, epsilon=0.8770422800176073
Episode 16 reward -566.266397481 in 87 steps, epsilon=0.870311334250926
Episode 17 reward -129.412878159 in 89 steps, epsilon=0.8634859812499055
Episode 18 reward -298.806963137 in 94 steps, epsilon=0.8563428383948397
Episode 19 reward -384.971684103 in 96 steps, epsilon=0.8491166881641052
Episode 20 reward -323.712022863 in 119 steps, epsilon=0.8402550310097133
Episode 21 reward -95.9600364366 in 83 steps, epsilon=0.8341363419383129
Episode 22 reward -182.95941183 in 120 steps, epsilon=0.8253793528531808
Episode 23 reward -278.480866389 in 126 steps, epsilon=0.8162969125415612
Episode 24 reward -430.690196929 in 157 steps, epsilon=0.8051388708365762
Episode 25 reward -290.307207612 in 121 steps, epsilon=0.796658102619355
Episode 26 reward -349.899283848 in 103 steps, epsilon=0.7895193518412769
Episode 27 reward -306.027774377 in 100 steps, epsilon=0.7826585196572903
Episode 28 reward -495.189519169 in 92 steps, epsilon=0.7764068629920594
Episode 29 reward -388.16751725 in 94 steps, epsilon=0.7700784287193184
Episode 30 reward -249.76505787 in 180 steps, epsilon=0.7581249213119938
Episode 31 reward -221.795617747 in 131 steps, epsilon=0.7495597094696905
Episode 32 reward -101.868169549 in 91 steps, epsilon=0.7436755297369877
Episode 33 reward -304.775200814 in 118 steps, epsilon=0.7361247954319745
Episode 34 reward -167.830236224 in 89 steps, epsilon=0.7304884038997802
Episode 35 reward -300.539525815 in 132 steps, epsilon=0.7222206442296478
Episode 36 reward -420.747562802 in 99 steps, epsilon=0.7160910513996503
Episode 37 reward -314.933324645 in 109 steps, epsilon=0.7094121252139105
Episode 38 reward -379.630118841 in 131 steps, epsilon=0.7014808893912042
Episode 39 reward -446.402710738 in 91 steps, epsilon=0.6960322422424252
Episode 40 reward -467.24333153 in 94 steps, epsilon=0.6904557895542006
Episode 41 reward -387.93809955 in 194 steps, epsilon=0.6791113441546158
Episode 42 reward -393.62258256 in 89 steps, epsilon=0.6739801210049599
Episode 43 reward -419.046748888 in 96 steps, epsilon=0.6684962764132143
Episode 44 reward -458.906329286 in 89 steps, epsilon=0.6634591082011443
Episode 45 reward -120.606289827 in 76 steps, epsilon=0.6591930505318966
Episode 46 reward -57.2564527032 in 101 steps, epsilon=0.6535736265821758
Episode 47 reward -406.390829745 in 229 steps, epsilon=0.6410408386438281
Episode 48 reward -233.759624455 in 157 steps, epsilon=0.6326128304589713
Episode 49 reward -427.758554461 in 138 steps, epsilon=0.6253132563041798
Episode 50 reward -541.777686958 in 201 steps, epsilon=0.6148598683385895
Episode 51 reward -406.57115203 in 219 steps, epsilon=0.6037070068042062
Episode 52 reward -473.255007799 in 145 steps, epsilon=0.5964559523940892
Episode 53 reward -437.991766351 in 85 steps, epsilon=0.5922539605634815
Episode 54 reward -340.960600505 in 83 steps, epsilon=0.5881851615649187
Episode 55 reward -337.942128736 in 102 steps, epsilon=0.5832309821844577
Episode 56 reward -626.823831881 in 115 steps, epsilon=0.577705657400394
