Episode 1 reward -273.55929216 in 83 steps, epsilon=0.9925609149096237
Episode 2 reward -392.275067806 in 117 steps, epsilon=0.9821788059760798
Episode 3 reward -166.401295548 in 68 steps, epsilon=0.9762003399170479
Episode 4 reward -140.370455839 in 105 steps, epsilon=0.9670483682825848
Episode 5 reward -208.119974238 in 70 steps, epsilon=0.9610002229099842
Episode 6 reward -146.530826836 in 79 steps, epsilon=0.9542251180493494
Episode 7 reward -143.432142563 in 73 steps, epsilon=0.948011980232107
Episode 8 reward -178.569041112 in 133 steps, epsilon=0.9368080919065486
Episode 9 reward -172.743871496 in 122 steps, epsilon=0.9266610559613117
Episode 10 reward -138.701415784 in 76 steps, epsilon=0.9204022455413134
Episode 11 reward -178.348365257 in 111 steps, epsilon=0.9113461350126628
Episode 12 reward -156.622286544 in 93 steps, epsilon=0.9038355941044139
Episode 13 reward -323.272578909 in 77 steps, epsilon=0.8976698286906422
Episode 14 reward -167.06947194 in 75 steps, epsilon=0.8917096834582385
Episode 15 reward -232.450430689 in 107 steps, epsilon=0.8832835500511443
Episode 16 reward -245.344626008 in 81 steps, epsilon=0.8769645796746874
Episode 17 reward -278.875600079 in 72 steps, epsilon=0.8713905253763974
Episode 18 reward -147.468725617 in 71 steps, epsilon=0.8659330496111185
Episode 19 reward -146.17950004 in 133 steps, epsilon=0.8558135836687286
Episode 20 reward -168.454883687 in 94 steps, epsilon=0.8487422234440046
Episode 21 reward -162.88436466 in 101 steps, epsilon=0.8412179883366719
Episode 22 reward -356.346365867 in 120 steps, epsilon=0.83237652733989
Episode 23 reward -47.8798894121 in 79 steps, epsilon=0.8266135465204133
Episode 24 reward -389.468520492 in 104 steps, epsilon=0.8190959250270726
Episode 25 reward -118.917383991 in 96 steps, epsilon=0.8122256343060255
Episode 26 reward -309.447406304 in 99 steps, epsilon=0.8052093882494719
Episode 27 reward -166.670402417 in 91 steps, epsilon=0.798821093641364
Episode 28 reward -241.757560162 in 59 steps, epsilon=0.7947101882847264
Episode 29 reward -123.116854955 in 61 steps, epsilon=0.7904853549782701
Episode 30 reward -153.770384267 in 83 steps, epsilon=0.7847780446345568
Episode 31 reward -207.822335538 in 65 steps, epsilon=0.7803414219886292
Episode 32 reward -176.709838736 in 100 steps, epsilon=0.773571911732515
Episode 33 reward -190.949354861 in 72 steps, epsilon=0.7687396111257458
Episode 34 reward -157.572708994 in 59 steps, epsilon=0.7648056639759144
Episode 35 reward -151.591234657 in 70 steps, epsilon=0.7601682741285418
Episode 36 reward -193.544585887 in 70 steps, epsilon=0.7555632326586905
Episode 37 reward -185.888501558 in 125 steps, epsilon=0.7474196953937282
Episode 38 reward -150.049795677 in 69 steps, epsilon=0.7429678759352231
Episode 39 reward -450.812641616 in 105 steps, epsilon=0.736252033114405
Episode 40 reward -249.656049418 in 91 steps, epsilon=0.7304884038997802
Episode 41 reward -223.776622881 in 87 steps, epsilon=0.7250269465733208
Episode 42 reward -148.426949109 in 71 steps, epsilon=0.7206049718389206
Episode 43 reward -281.079353237 in 104 steps, epsilon=0.714184126401188
Episode 44 reward -278.170041702 in 169 steps, epsilon=0.7038916312181013
Episode 45 reward -155.151968847 in 82 steps, epsilon=0.6989599672979115
Episode 46 reward -177.887171406 in 83 steps, epsilon=0.6940091737840691
Episode 47 reward -121.189377716 in 102 steps, epsilon=0.6879810757748378
Episode 48 reward -441.890154581 in 115 steps, epsilon=0.6812580250386188
Episode 49 reward -316.970091032 in 80 steps, epsilon=0.6766265115934691
Episode 50 reward -175.596362705 in 65 steps, epsilon=0.6728905941533253
Episode 51 reward -255.878874852 in 125 steps, epsilon=0.665774032897574
Episode 52 reward -225.548790111 in 108 steps, epsilon=0.659696550818518
Episode 53 reward -159.98159113 in 71 steps, epsilon=0.6557367791315224
Episode 54 reward -169.429988491 in 82 steps, epsilon=0.6511983704484327
Episode 55 reward -163.317919488 in 132 steps, epsilon=0.6439703617661974
Episode 56 reward -113.038070249 in 82 steps, epsilon=0.6395280431976096
Episode 57 reward -96.6783691983 in 67 steps, epsilon=0.6359252880153429
Episode 58 reward -348.375586643 in 95 steps, epsilon=0.6308581050078641
Episode 59 reward -79.9332448936 in 64 steps, epsilon=0.6274714619533222
Episode 60 reward -375.395785879 in 126 steps, epsilon=0.6208670169130406
Episode 61 reward -185.527370934 in 65 steps, epsilon=0.6174923608170113
Episode 62 reward -393.980072741 in 107 steps, epsilon=0.6119847110300977
Episode 63 reward -141.446005663 in 74 steps, epsilon=0.6082100077956558
Episode 64 reward -161.736676623 in 107 steps, epsilon=0.6028011497079266
Episode 65 reward -557.823012376 in 148 steps, epsilon=0.595414488813559
Episode 66 reward -115.695374187 in 66 steps, epsilon=0.5921555196157917
Episode 67 reward -215.996188461 in 59 steps, epsilon=0.5892603511952952
Episode 68 reward -268.153110617 in 68 steps, epsilon=0.5859446669101636
Episode 69 reward -218.47161744 in 88 steps, epsilon=0.5816871145471206
Episode 70 reward -148.926200333 in 88 steps, epsilon=0.5774668642749501
Episode 71 reward -174.740025547 in 75 steps, epsilon=0.5738992580394099
Episode 72 reward -337.171382148 in 113 steps, epsilon=0.5685743388782817
Episode 73 reward -193.967934509 in 66 steps, epsilon=0.5654919313755751
Episode 74 reward -200.44374051 in 94 steps, epsilon=0.5611368083669603
Episode 75 reward -142.415541401 in 79 steps, epsilon=0.5575081795366154
Episode 76 reward -112.254581784 in 57 steps, epsilon=0.5549078010325144
Episode 77 reward -189.277393861 in 93 steps, epsilon=0.5506967701275813
Episode 78 reward -330.194817773 in 105 steps, epsilon=0.5459892119721687
Episode 79 reward -116.715472215 in 96 steps, epsilon=0.5417282011138689
Episode 80 reward -223.310792228 in 65 steps, epsilon=0.5388662791294214
Episode 81 reward -198.971197197 in 93 steps, epsilon=0.5348037428081003
Episode 82 reward -169.729486432 in 63 steps, epsilon=0.5320730898169601
Episode 83 reward -302.985735503 in 111 steps, epsilon=0.5273035981692914
Episode 84 reward -278.854019364 in 107 steps, epsilon=0.5227558236520232
Episode 85 reward -128.365821466 in 70 steps, epsilon=0.5198068662788313
Episode 86 reward -157.578508554 in 96 steps, epsilon=0.515796003308194
Episode 87 reward -425.274188456 in 93 steps, epsilon=0.5119470259635446
Episode 88 reward -256.544872764 in 102 steps, epsilon=0.5077665231081757
Episode 89 reward -397.910819663 in 93 steps, epsilon=0.5039918737684453
Episode 90 reward -116.589738038 in 57 steps, epsilon=0.501695670484292
Episode 91 reward -173.107211219 in 73 steps, epsilon=0.498773969273951
Episode 92 reward -146.435829593 in 75 steps, epsilon=0.49579435203598143
Episode 93 reward -228.618294483 in 83 steps, epsilon=0.4925228544103304
Episode 94 reward -164.869992875 in 99 steps, epsilon=0.48865605041352234
Episode 95 reward -325.990329773 in 83 steps, epsilon=0.48544355549139373
Episode 96 reward -150.613237685 in 58 steps, epsilon=0.4832144535141899
Episode 97 reward -133.495343308 in 83 steps, epsilon=0.4800469369280186
Episode 98 reward -131.639076745 in 81 steps, epsilon=0.4769809905846357
Episode 99 reward -196.51918593 in 87 steps, epsilon=0.4737154815281176
Episode 100 reward -530.195344843 in 123 steps, epsilon=0.46914693526265616
Episode 101 reward -161.881566255 in 96 steps, epsilon=0.4656200806723697
Episode 102 reward -341.093661379 in 101 steps, epsilon=0.46194590368487864
Episode 103 reward -230.614156215 in 70 steps, epsilon=0.459421129378643
Episode 104 reward -164.671046547 in 70 steps, epsilon=0.4569139667796611
Episode 105 reward -180.705531125 in 60 steps, epsilon=0.45477889460073273
Episode 106 reward -21.856022634 in 123 steps, epsilon=0.4504418417514229
Episode 107 reward -162.357571514 in 86 steps, epsilon=0.4474409641812981
Episode 108 reward -147.340899552 in 82 steps, epsilon=0.4446035973776008
Episode 109 reward -529.398649176 in 129 steps, epsilon=0.44018676081755315
Episode 110 reward -136.310580519 in 67 steps, epsilon=0.4379151279878486
Episode 111 reward -41.0722340619 in 107 steps, epsilon=0.4343187112606164
Episode 112 reward -153.284507962 in 80 steps, epsilon=0.43165483129772764
Episode 113 reward -119.945006202 in 86 steps, epsilon=0.428814829261182
Episode 114 reward -119.942917149 in 79 steps, epsilon=0.4262274258102897
Episode 115 reward -129.986979609 in 62 steps, epsilon=0.424211072923262
