Episode 1 reward -314.055087164 in 70 steps, epsilon=0.9937
Episode 2 reward -170.057030548 in 106 steps, epsilon=0.98416
Episode 3 reward -144.134280881 in 81 steps, epsilon=0.97687
Episode 4 reward -268.078992826 in 68 steps, epsilon=0.97075
Episode 5 reward -419.380555107 in 85 steps, epsilon=0.9631
Episode 6 reward -120.605578839 in 63 steps, epsilon=0.95743
Episode 7 reward -489.752802057 in 137 steps, epsilon=0.9451
Episode 8 reward -199.875147951 in 106 steps, epsilon=0.93556
Episode 9 reward -288.331641882 in 88 steps, epsilon=0.92764
Episode 10 reward -279.001799856 in 65 steps, epsilon=0.92179
Episode 11 reward -370.034829382 in 88 steps, epsilon=0.91387
Episode 12 reward -191.756107217 in 63 steps, epsilon=0.9082
Episode 13 reward -396.573274908 in 102 steps, epsilon=0.89902
Episode 14 reward -341.264640206 in 91 steps, epsilon=0.89083
Episode 15 reward -366.371162588 in 118 steps, epsilon=0.8802099999999999
Episode 16 reward -96.0429373174 in 71 steps, epsilon=0.87382
Episode 17 reward -355.657941949 in 104 steps, epsilon=0.86446
Episode 18 reward -186.885626645 in 79 steps, epsilon=0.8573500000000001
Episode 19 reward -164.888349974 in 59 steps, epsilon=0.85204
Episode 20 reward -156.155589203 in 66 steps, epsilon=0.8461
Episode 21 reward -128.656179946 in 63 steps, epsilon=0.84043
Episode 22 reward -359.519839459 in 109 steps, epsilon=0.83062
Episode 23 reward -471.508193352 in 118 steps, epsilon=0.82
Episode 24 reward -435.229554641 in 91 steps, epsilon=0.8118099999999999
Episode 25 reward -196.385247487 in 67 steps, epsilon=0.8057799999999999
Episode 26 reward -335.47032749 in 61 steps, epsilon=0.80029
Episode 27 reward -156.274702481 in 63 steps, epsilon=0.79462
Episode 28 reward -309.68034482 in 80 steps, epsilon=0.78742
Episode 29 reward -174.251696236 in 61 steps, epsilon=0.78193
Episode 30 reward -238.42748879 in 87 steps, epsilon=0.7741
Episode 31 reward -185.900384518 in 94 steps, epsilon=0.76564
Episode 32 reward -408.998432853 in 113 steps, epsilon=0.75547
Episode 33 reward -393.122270448 in 103 steps, epsilon=0.7462
Episode 34 reward -353.370802792 in 101 steps, epsilon=0.7371099999999999
Episode 35 reward -364.240822666 in 79 steps, epsilon=0.73
Episode 36 reward -287.340601514 in 81 steps, epsilon=0.72271
Episode 37 reward -185.248451814 in 56 steps, epsilon=0.71767
Episode 38 reward -246.927449717 in 58 steps, epsilon=0.71245
Episode 39 reward -179.760771944 in 68 steps, epsilon=0.7063299999999999
Episode 40 reward -291.503798525 in 70 steps, epsilon=0.7000299999999999
Episode 41 reward -243.177552079 in 61 steps, epsilon=0.6945399999999999
Episode 42 reward -550.553971955 in 107 steps, epsilon=0.6849099999999999
Episode 43 reward -412.958166965 in 80 steps, epsilon=0.67771
Episode 44 reward -190.654965527 in 69 steps, epsilon=0.6715
Episode 45 reward -274.598824562 in 72 steps, epsilon=0.66502
Episode 46 reward -285.338165974 in 55 steps, epsilon=0.6600699999999999
Episode 47 reward -381.895948755 in 97 steps, epsilon=0.65134
Episode 48 reward -215.327639 in 70 steps, epsilon=0.6450400000000001
Episode 49 reward -154.51901327 in 53 steps, epsilon=0.6402699999999999
Episode 50 reward -225.691729327 in 72 steps, epsilon=0.63379
Episode 51 reward -365.318222071 in 84 steps, epsilon=0.62623
Episode 52 reward -169.115286368 in 61 steps, epsilon=0.62074
Episode 53 reward -207.595345372 in 83 steps, epsilon=0.61327
Episode 54 reward -625.740553929 in 99 steps, epsilon=0.60436
Episode 55 reward -463.787110064 in 89 steps, epsilon=0.5963499999999999
Episode 56 reward -465.897749676 in 107 steps, epsilon=0.5867199999999999
Episode 57 reward -519.184088994 in 119 steps, epsilon=0.5760099999999999
Episode 58 reward -365.694937721 in 66 steps, epsilon=0.57007
Episode 59 reward -652.735325208 in 103 steps, epsilon=0.5608
Episode 60 reward -309.753825482 in 82 steps, epsilon=0.55342
Episode 61 reward -234.445665314 in 70 steps, epsilon=0.54712
Episode 62 reward -466.812081392 in 79 steps, epsilon=0.54001
Episode 63 reward -377.793630804 in 86 steps, epsilon=0.53227
Episode 64 reward -454.915929322 in 107 steps, epsilon=0.52264
Episode 65 reward -607.880681439 in 98 steps, epsilon=0.5138199999999999
Episode 66 reward -524.822779626 in 112 steps, epsilon=0.50374
Episode 67 reward -343.536549257 in 111 steps, epsilon=0.49375
Episode 68 reward -302.797303247 in 97 steps, epsilon=0.48502
Episode 69 reward -630.219793073 in 110 steps, epsilon=0.47512
Episode 70 reward -236.034628645 in 65 steps, epsilon=0.46926999999999996
Episode 71 reward -532.192187912 in 119 steps, epsilon=0.45855999999999997
Episode 72 reward -376.955502005 in 84 steps, epsilon=0.45099999999999996
Episode 73 reward -526.028557759 in 108 steps, epsilon=0.44128
Episode 74 reward -413.553238136 in 86 steps, epsilon=0.4335399999999999
