Episode 1 reward -279.05364715977566 in 114 steps, epsilon=0.9897982604003187
Episode 2 reward -13.523996593134711 in 89 steps, epsilon=0.9819141920283637
Episode 3 reward -136.90462899640747 in 90 steps, epsilon=0.9740125749129712
Episode 4 reward -20.598954687800997 in 92 steps, epsilon=0.9660085342658358
Episode 5 reward -250.8624276037872 in 128 steps, epsilon=0.9549942667205783
Episode 6 reward -320.1545155260845 in 110 steps, epsilon=0.9456408677939971
Episode 7 reward -239.01843968121455 in 123 steps, epsilon=0.9353031921572141
Episode 8 reward -154.24397185361607 in 141 steps, epsilon=0.9236080615768231
Episode 9 reward -395.16394779808394 in 100 steps, epsilon=0.9154130244386083
Episode 10 reward -359.4036686818758 in 66 steps, epsilon=0.9100490191660379
Episode 11 reward -158.37694413372265 in 71 steps, epsilon=0.904318040180226
Episode 12 reward -159.36044741270382 in 69 steps, epsilon=0.8987873485321699
Episode 13 reward -127.99984162887287 in 62 steps, epsilon=0.8938501879843296
Episode 14 reward -261.15169920519406 in 129 steps, epsilon=0.8836752897529342
Episode 15 reward -233.48330112461178 in 92 steps, epsilon=0.8764985407525405
Episode 16 reward -398.5038679314449 in 80 steps, epsilon=0.870311334250926
Episode 17 reward -536.6264795733873 in 92 steps, epsilon=0.8632569698089643
Episode 18 reward -459.60409980968143 in 87 steps, epsilon=0.8566454360456931
Episode 19 reward -237.84991891508926 in 67 steps, epsilon=0.8515928566659523
Episode 20 reward -262.20550256610085 in 114 steps, epsilon=0.8430733515451894
Episode 21 reward -461.33529081597317 in 94 steps, epsilon=0.8361211883984735
Episode 22 reward -395.07589366106293 in 99 steps, epsilon=0.8288695435032728
Episode 23 reward -236.19444112879606 in 87 steps, epsilon=0.8225558827225555
Episode 24 reward -358.44537332146814 in 90 steps, epsilon=0.8160820556979367
Episode 25 reward -520.4480731166099 in 99 steps, epsilon=0.809027819431427
Episode 26 reward -302.7999472810909 in 64 steps, epsilon=0.8045045313484109
Episode 27 reward -158.17592511492177 in 67 steps, epsilon=0.7998001283368398
Episode 28 reward -393.57134329780024 in 107 steps, epsilon=0.7923521845224973
Episode 29 reward -419.04521651402223 in 82 steps, epsilon=0.7866981099965978
Episode 30 reward -539.7597141300621 in 107 steps, epsilon=0.7793896104214048
Episode 31 reward -301.94372379395537 in 88 steps, epsilon=0.7734372108207086
Episode 32 reward -177.23893479191872 in 91 steps, epsilon=0.7673367314815663
Episode 33 reward -357.76788060347894 in 106 steps, epsilon=0.7603003209876134
Episode 34 reward -459.6793276979918 in 92 steps, epsilon=0.754253416446191
Episode 35 reward -333.703765923087 in 116 steps, epsilon=0.746707925274131
Episode 36 reward -458.1019612108004 in 93 steps, epsilon=0.740721421957166
Episode 37 reward -402.0321074630894 in 103 steps, epsilon=0.734155861989758
Episode 38 reward -185.28276603973154 in 69 steps, epsilon=0.7297952479611499
Episode 39 reward -215.30204314554453 in 70 steps, epsilon=0.7254020752686196
Episode 40 reward -363.8738547816223 in 60 steps, epsilon=0.7216608975736192
Episode 41 reward -261.93223396668293 in 56 steps, epsilon=0.7181893260199261
Episode 42 reward -601.905445042614 in 89 steps, epsilon=0.7127118519338775
Episode 43 reward -319.19566376727187 in 108 steps, epsilon=0.7061301689946969
Episode 44 reward -213.1216491473014 in 89 steps, epsilon=0.7007595452170007
Episode 45 reward -283.36772234185486 in 80 steps, epsilon=0.6959726419982629
Episode 46 reward -383.1783411912793 in 98 steps, epsilon=0.6901606354540974
Episode 47 reward -424.4924772098721 in 84 steps, epsilon=0.685224048807295
Episode 48 reward -385.0176299223461 in 73 steps, epsilon=0.6809674686712445
Episode 49 reward -269.372591652579 in 72 steps, epsilon=0.6767995254977351
Episode 50 reward -397.4808804371854 in 96 steps, epsilon=0.6712887441262758
Episode 51 reward -123.53620905593448 in 56 steps, epsilon=0.6680984682688195
Episode 52 reward -668.4544173398549 in 90 steps, epsilon=0.6630085211734258
Episode 53 reward -433.8431540263652 in 93 steps, epsilon=0.6577968139285275
