Episode 1 reward -140.28454114075248 in 91 steps, epsilon=0.99181
Episode 2 reward -169.49763912362755 in 101 steps, epsilon=0.98272
Episode 3 reward -172.01174598345324 in 93 steps, epsilon=0.97435
Episode 4 reward -478.4497138255733 in 99 steps, epsilon=0.96544
Episode 5 reward -529.9808627659656 in 120 steps, epsilon=0.95464
Episode 6 reward -178.26610960715067 in 95 steps, epsilon=0.94609
Episode 7 reward -418.01932328254736 in 106 steps, epsilon=0.93655
Episode 8 reward -162.07529449839652 in 58 steps, epsilon=0.93133
Episode 9 reward -134.71392601486048 in 79 steps, epsilon=0.92422
Episode 10 reward -247.79602295824392 in 66 steps, epsilon=0.91828
Episode 11 reward -390.81240516259595 in 115 steps, epsilon=0.90793
Episode 12 reward -441.7619435008861 in 113 steps, epsilon=0.89776
Episode 13 reward -127.39142838290115 in 68 steps, epsilon=0.89164
Episode 14 reward -186.42434372278606 in 54 steps, epsilon=0.88678
Episode 15 reward -450.3609136437427 in 90 steps, epsilon=0.87868
Episode 16 reward -496.3233802668208 in 103 steps, epsilon=0.86941
Episode 17 reward -232.14692961364452 in 86 steps, epsilon=0.8616699999999999
Episode 18 reward -162.94071061212838 in 77 steps, epsilon=0.85474
Episode 19 reward -295.437888788748 in 92 steps, epsilon=0.84646
Episode 20 reward -188.0178971799334 in 104 steps, epsilon=0.8371
Episode 21 reward -108.87679690339857 in 58 steps, epsilon=0.83188
Episode 22 reward -159.20136918097782 in 77 steps, epsilon=0.82495
Episode 23 reward -536.6972248862652 in 115 steps, epsilon=0.8146
Episode 24 reward -413.66742313697887 in 87 steps, epsilon=0.80677
Episode 25 reward -360.62807250723824 in 114 steps, epsilon=0.79651
Episode 26 reward -277.92117330398094 in 84 steps, epsilon=0.78895
Episode 27 reward -186.37327221932028 in 68 steps, epsilon=0.78283
Episode 28 reward -460.9621797690985 in 98 steps, epsilon=0.77401
Episode 29 reward -215.90051403209227 in 83 steps, epsilon=0.76654
Episode 30 reward -436.96514196482684 in 86 steps, epsilon=0.7587999999999999
Episode 31 reward -422.12085311417826 in 90 steps, epsilon=0.7506999999999999
Episode 32 reward -259.7672807277412 in 90 steps, epsilon=0.7425999999999999
Episode 33 reward -399.0947332329254 in 79 steps, epsilon=0.73549
Episode 34 reward -201.38586745868975 in 95 steps, epsilon=0.7269399999999999
Episode 35 reward -144.71223540979798 in 68 steps, epsilon=0.72082
Episode 36 reward -324.25011571381737 in 75 steps, epsilon=0.71407
Episode 37 reward -572.9644062657071 in 85 steps, epsilon=0.70642
Episode 38 reward -447.5705524439196 in 73 steps, epsilon=0.69985
Episode 39 reward -236.24417502605598 in 80 steps, epsilon=0.69265
Episode 40 reward -159.26379030319396 in 78 steps, epsilon=0.68563
Episode 41 reward -124.64400327879848 in 64 steps, epsilon=0.67987
Episode 42 reward -349.22793186389976 in 70 steps, epsilon=0.67357
Episode 43 reward -189.2813710516381 in 60 steps, epsilon=0.6681699999999999
Episode 44 reward -50.27060320727212 in 98 steps, epsilon=0.65935
Episode 45 reward -532.9789398834021 in 96 steps, epsilon=0.6507099999999999
Episode 46 reward -585.1994958967342 in 94 steps, epsilon=0.64225
Episode 47 reward -413.7678603839719 in 65 steps, epsilon=0.6364
Episode 48 reward -590.48966250836 in 84 steps, epsilon=0.62884
Episode 49 reward -496.39055045407144 in 67 steps, epsilon=0.62281
Episode 50 reward -156.0244370016277 in 60 steps, epsilon=0.61741
Episode 51 reward -695.2441505022574 in 87 steps, epsilon=0.60958
Episode 52 reward -600.2959081986667 in 87 steps, epsilon=0.60175
Episode 53 reward -649.0133489337305 in 100 steps, epsilon=0.59275
Episode 54 reward -574.9436081558114 in 86 steps, epsilon=0.58501
Episode 55 reward -339.8395428422278 in 59 steps, epsilon=0.5797
Episode 56 reward -277.82923497237505 in 82 steps, epsilon=0.5723199999999999
Episode 57 reward -185.94250107348086 in 57 steps, epsilon=0.56719
Episode 58 reward -193.72221879298064 in 64 steps, epsilon=0.56143
Episode 59 reward -380.79373955145024 in 59 steps, epsilon=0.55612
Episode 60 reward -125.81734959159053 in 55 steps, epsilon=0.5511699999999999
Episode 61 reward -474.03096335893423 in 59 steps, epsilon=0.54586
Episode 62 reward -438.283393450386 in 77 steps, epsilon=0.5389299999999999
Episode 63 reward -222.13609141714062 in 82 steps, epsilon=0.53155
Episode 64 reward -739.6053567518172 in 100 steps, epsilon=0.52255
Episode 65 reward -794.4470614449725 in 99 steps, epsilon=0.51364
Episode 66 reward -686.3309881816948 in 85 steps, epsilon=0.5059899999999999
Episode 67 reward -501.1711447069911 in 88 steps, epsilon=0.49807
Episode 68 reward -621.2519766811623 in 68 steps, epsilon=0.49195
Episode 69 reward -618.6583114059808 in 90 steps, epsilon=0.48385
Episode 70 reward -365.04250294899265 in 77 steps, epsilon=0.47692
Episode 71 reward -503.29597120586726 in 97 steps, epsilon=0.46819
Episode 72 reward -146.92871953078796 in 57 steps, epsilon=0.4630599999999999
Episode 73 reward -281.93335006078905 in 76 steps, epsilon=0.45621999999999996
Episode 74 reward -401.8913154272978 in 80 steps, epsilon=0.44902
Episode 75 reward -331.44972066770754 in 80 steps, epsilon=0.44182
Episode 76 reward -420.3660502679445 in 68 steps, epsilon=0.4357
Episode 77 reward -786.357834791133 in 100 steps, epsilon=0.42669999999999997
Episode 78 reward -398.1873461491782 in 66 steps, epsilon=0.4207599999999999
Episode 79 reward -516.9610394228472 in 88 steps, epsilon=0.41284
Episode 80 reward -586.6868259974794 in 79 steps, epsilon=0.4057299999999999
Episode 81 reward -396.4633013865152 in 58 steps, epsilon=0.4005099999999999
Episode 82 reward -662.3917943437183 in 79 steps, epsilon=0.39339999999999997
Episode 83 reward -454.0116389818203 in 56 steps, epsilon=0.3883599999999999
Episode 84 reward -642.8185375381771 in 67 steps, epsilon=0.38232999999999995
Episode 85 reward -646.4022684909748 in 84 steps, epsilon=0.37476999999999994
Episode 86 reward -681.8918424890488 in 86 steps, epsilon=0.36702999999999997
Episode 87 reward -648.6978064127052 in 77 steps, epsilon=0.3601
Episode 88 reward -543.9446438949439 in 75 steps, epsilon=0.35334999999999994
Episode 89 reward -539.9324195911722 in 78 steps, epsilon=0.3463299999999999
Episode 90 reward -528.7449391382324 in 82 steps, epsilon=0.33895
Episode 91 reward -632.4606071694719 in 82 steps, epsilon=0.3315699999999999
Episode 92 reward -573.1917594940395 in 82 steps, epsilon=0.32419
Episode 93 reward -348.44352768235865 in 63 steps, epsilon=0.3185199999999999
Episode 94 reward -335.1760438856911 in 52 steps, epsilon=0.31384
Episode 95 reward -322.7633871443228 in 59 steps, epsilon=0.30852999999999997
Episode 96 reward -283.3500445580766 in 68 steps, epsilon=0.30240999999999996
Episode 97 reward -518.4522532753906 in 81 steps, epsilon=0.29511999999999994
Episode 98 reward -572.2467643591991 in 68 steps, epsilon=0.2889999999999999
Episode 99 reward -443.5564744498673 in 56 steps, epsilon=0.28396
Episode 100 reward -381.4387289416691 in 60 steps, epsilon=0.2785599999999999
Episode 101 reward -672.9864898420519 in 87 steps, epsilon=0.2707299999999999
Episode 102 reward -436.71116277973385 in 67 steps, epsilon=0.26469999999999994
Episode 103 reward -624.5177835413119 in 86 steps, epsilon=0.25695999999999997
Episode 104 reward -465.3393109240268 in 55 steps, epsilon=0.25200999999999996
Episode 105 reward -455.8395530512684 in 74 steps, epsilon=0.24534999999999996
Episode 106 reward -721.8881148884535 in 86 steps, epsilon=0.23761
Episode 107 reward -160.8129202845801 in 54 steps, epsilon=0.2327499999999999
Episode 108 reward -513.7880393751968 in 69 steps, epsilon=0.22653999999999996
Episode 109 reward -532.4369184778211 in 64 steps, epsilon=0.22077999999999998
Episode 110 reward -480.0912247127547 in 52 steps, epsilon=0.21609999999999996
Episode 111 reward -566.9103238205153 in 70 steps, epsilon=0.2098
Episode 112 reward -493.5860632451315 in 67 steps, epsilon=0.2037699999999999
Episode 113 reward -650.0038347823493 in 64 steps, epsilon=0.1980099999999999
Episode 114 reward -514.4234149396483 in 58 steps, epsilon=0.1927899999999999
Episode 115 reward -615.2688818032219 in 74 steps, epsilon=0.1861299999999999
Episode 116 reward -441.7099693421339 in 56 steps, epsilon=0.18108999999999997
Episode 117 reward -534.2151850323465 in 58 steps, epsilon=0.17586999999999997
Episode 118 reward -554.8021072279141 in 66 steps, epsilon=0.16992999999999991
Episode 119 reward -537.9111412993659 in 68 steps, epsilon=0.1638099999999999
Episode 120 reward -381.5872911981795 in 51 steps, epsilon=0.15921999999999992
Episode 121 reward -205.5499968451112 in 59 steps, epsilon=0.15391
Episode 122 reward -216.05726398963708 in 57 steps, epsilon=0.1487799999999999
Episode 123 reward -537.3372508181947 in 67 steps, epsilon=0.14274999999999993
Episode 124 reward -777.1941637241827 in 87 steps, epsilon=0.13491999999999993
Episode 125 reward -572.1369331607635 in 78 steps, epsilon=0.1278999999999999
Episode 126 reward -438.286199427704 in 56 steps, epsilon=0.12285999999999997
Episode 127 reward -469.8494999815016 in 54 steps, epsilon=0.118
Episode 128 reward -515.087316168919 in 60 steps, epsilon=0.11259999999999992
Episode 129 reward -566.0886037393552 in 59 steps, epsilon=0.10729
Episode 130 reward -574.3337642656779 in 64 steps, epsilon=0.1015299999999999
Episode 131 reward -608.4071894089886 in 72 steps, epsilon=0.1
Episode 132 reward -468.63157207639796 in 58 steps, epsilon=0.1
Episode 133 reward -460.0505668554476 in 60 steps, epsilon=0.1
Episode 134 reward -480.16089807480745 in 60 steps, epsilon=0.1
Episode 135 reward -629.9341707232685 in 65 steps, epsilon=0.1
Episode 136 reward -825.3455798611789 in 92 steps, epsilon=0.1
Episode 137 reward -588.344483361225 in 61 steps, epsilon=0.1
Episode 138 reward -399.31121389319236 in 55 steps, epsilon=0.1
Episode 139 reward -256.5771933413887 in 76 steps, epsilon=0.1
Episode 140 reward -742.096717413314 in 78 steps, epsilon=0.1
Episode 141 reward -540.651235381602 in 72 steps, epsilon=0.1
Episode 142 reward -786.1721052330482 in 87 steps, epsilon=0.1
Episode 143 reward -521.0289200289584 in 59 steps, epsilon=0.1
Episode 144 reward -580.4993130578742 in 60 steps, epsilon=0.1
Episode 145 reward -752.1601577987872 in 81 steps, epsilon=0.1
Episode 146 reward -772.329408504459 in 77 steps, epsilon=0.1
Episode 147 reward -721.7112066005432 in 79 steps, epsilon=0.1
Episode 148 reward -814.5058664509808 in 84 steps, epsilon=0.1
Episode 149 reward -553.2945399301677 in 56 steps, epsilon=0.1
Episode 150 reward -522.7417064702087 in 82 steps, epsilon=0.1
Episode 151 reward -573.5139275568063 in 59 steps, epsilon=0.1
Episode 152 reward -714.1931957266643 in 76 steps, epsilon=0.1
Episode 153 reward -558.1953205630714 in 58 steps, epsilon=0.1
Episode 154 reward -646.7825583987693 in 65 steps, epsilon=0.1
Episode 155 reward -786.2381743209706 in 80 steps, epsilon=0.1
Episode 156 reward -548.4863328417674 in 62 steps, epsilon=0.1
Episode 157 reward -642.6291546505034 in 70 steps, epsilon=0.1
Episode 158 reward -446.67946219119625 in 58 steps, epsilon=0.1
Episode 159 reward -682.1707686229821 in 71 steps, epsilon=0.1
Episode 160 reward -681.891410250506 in 76 steps, epsilon=0.1
Episode 161 reward -661.5945663548475 in 64 steps, epsilon=0.1
Episode 162 reward -528.1897845222006 in 55 steps, epsilon=0.1
Episode 163 reward -589.9809200793566 in 72 steps, epsilon=0.1
Episode 164 reward -641.6374041073776 in 68 steps, epsilon=0.1
Episode 165 reward -637.2763595815093 in 68 steps, epsilon=0.1
Episode 166 reward -449.1678188882829 in 53 steps, epsilon=0.1
Episode 167 reward -718.0737065438767 in 70 steps, epsilon=0.1
Episode 168 reward -611.4699056407878 in 65 steps, epsilon=0.1
Episode 169 reward -520.4132382882894 in 63 steps, epsilon=0.1
Episode 170 reward -427.9427721082907 in 91 steps, epsilon=0.1
Episode 171 reward -266.8439420525368 in 53 steps, epsilon=0.1
Episode 172 reward -524.8348611539664 in 55 steps, epsilon=0.1
Episode 173 reward -553.0482290196337 in 57 steps, epsilon=0.1
Episode 174 reward -518.9075039246677 in 60 steps, epsilon=0.1
Episode 175 reward -524.9615344983732 in 64 steps, epsilon=0.1
Episode 176 reward -671.07086404295 in 66 steps, epsilon=0.1
Episode 177 reward -455.2668445194145 in 56 steps, epsilon=0.1
Episode 178 reward -709.1003539343207 in 68 steps, epsilon=0.1
Episode 179 reward -494.82847490889617 in 53 steps, epsilon=0.1
Episode 180 reward -396.9950323912709 in 85 steps, epsilon=0.1
Episode 181 reward -578.972577043448 in 74 steps, epsilon=0.1
Episode 182 reward -1114.3094112580675 in 191 steps, epsilon=0.1
Episode 183 reward -417.811103651929 in 54 steps, epsilon=0.1
Episode 184 reward -595.73474676749 in 69 steps, epsilon=0.1
Episode 185 reward -613.5390058360841 in 57 steps, epsilon=0.1
Episode 186 reward -654.7807175649278 in 94 steps, epsilon=0.1
Episode 187 reward -469.68744982505 in 52 steps, epsilon=0.1
Episode 188 reward -461.8874156800414 in 51 steps, epsilon=0.1
Episode 189 reward -439.3029266962466 in 53 steps, epsilon=0.1
Episode 190 reward -393.3473895614871 in 48 steps, epsilon=0.1
Episode 191 reward -580.855646183704 in 75 steps, epsilon=0.1
Episode 192 reward -653.5921516701028 in 63 steps, epsilon=0.1
Episode 193 reward -357.22454027315734 in 66 steps, epsilon=0.1
Episode 194 reward -634.400587181027 in 64 steps, epsilon=0.1
Episode 195 reward -400.95252155876767 in 48 steps, epsilon=0.1
Episode 196 reward -607.2931683468213 in 60 steps, epsilon=0.1
Episode 197 reward -557.8637314855994 in 71 steps, epsilon=0.1
Episode 198 reward -628.2696436801817 in 62 steps, epsilon=0.1
Episode 199 reward -669.0244160741313 in 63 steps, epsilon=0.1
Episode 200 reward -212.07925662023456 in 53 steps, epsilon=0.1
Episode 201 reward -706.1191462801276 in 84 steps, epsilon=0.1
Episode 202 reward -537.8631304621556 in 66 steps, epsilon=0.1
Episode 203 reward -810.1289388751677 in 143 steps, epsilon=0.1
Episode 204 reward -751.0329257341602 in 91 steps, epsilon=0.1
Episode 205 reward -678.3571455653044 in 71 steps, epsilon=0.1
Episode 206 reward -515.1586830447966 in 71 steps, epsilon=0.1
Episode 207 reward -563.4450976454231 in 60 steps, epsilon=0.1
Episode 208 reward -625.0987884167796 in 87 steps, epsilon=0.1
Episode 209 reward -560.4783958035862 in 71 steps, epsilon=0.1
Episode 210 reward -662.7862426199562 in 64 steps, epsilon=0.1
Episode 211 reward -635.0570469635112 in 78 steps, epsilon=0.1
Episode 212 reward -595.5362149475118 in 71 steps, epsilon=0.1
Episode 213 reward -720.4165172339143 in 71 steps, epsilon=0.1
Episode 214 reward -452.6104928582581 in 68 steps, epsilon=0.1
Episode 215 reward -732.1857516291451 in 83 steps, epsilon=0.1
Episode 216 reward -605.9295746423581 in 73 steps, epsilon=0.1
Episode 217 reward -563.285171382444 in 60 steps, epsilon=0.1
Episode 218 reward -568.5121420672884 in 103 steps, epsilon=0.1
Episode 219 reward -538.8460023990917 in 74 steps, epsilon=0.1
Episode 220 reward -237.17617098267561 in 54 steps, epsilon=0.1
Episode 221 reward -290.2508959377919 in 59 steps, epsilon=0.1
Episode 222 reward -533.9098752001155 in 87 steps, epsilon=0.1
Episode 223 reward -365.75426763061387 in 63 steps, epsilon=0.1
Episode 224 reward -251.64262819317747 in 51 steps, epsilon=0.1
Episode 225 reward -606.8644938584102 in 99 steps, epsilon=0.1
Episode 226 reward -548.1195819614175 in 54 steps, epsilon=0.1
Episode 227 reward -426.036907918684 in 48 steps, epsilon=0.1
Episode 228 reward -556.7750403235558 in 82 steps, epsilon=0.1
Episode 229 reward -525.4041637764387 in 72 steps, epsilon=0.1
Episode 230 reward -651.9536532489308 in 79 steps, epsilon=0.1
Episode 231 reward -632.6004739451674 in 79 steps, epsilon=0.1
Episode 232 reward -817.6283908919764 in 80 steps, epsilon=0.1
Episode 233 reward -275.51186517499065 in 53 steps, epsilon=0.1
Episode 234 reward -718.1826598621858 in 70 steps, epsilon=0.1
Episode 235 reward -513.7991091991873 in 90 steps, epsilon=0.1
Episode 236 reward -485.4443756654583 in 99 steps, epsilon=0.1
Episode 237 reward -525.2074297104456 in 76 steps, epsilon=0.1
Episode 238 reward -389.79387097326867 in 60 steps, epsilon=0.1
Episode 239 reward -504.2026783493033 in 79 steps, epsilon=0.1
Episode 240 reward -679.8615627779008 in 80 steps, epsilon=0.1
Episode 241 reward -700.9270762745042 in 82 steps, epsilon=0.1
Episode 242 reward -507.4280105812886 in 80 steps, epsilon=0.1
Episode 243 reward -640.2541093476593 in 73 steps, epsilon=0.1
Episode 244 reward -214.4701538860997 in 54 steps, epsilon=0.1
Episode 245 reward -401.14303811135755 in 69 steps, epsilon=0.1
Episode 246 reward -369.46363433974125 in 63 steps, epsilon=0.1
Episode 247 reward -642.891293744443 in 89 steps, epsilon=0.1
Episode 248 reward -572.9442205248623 in 59 steps, epsilon=0.1
Episode 249 reward -579.2933305300412 in 60 steps, epsilon=0.1
Episode 250 reward -240.90048590852206 in 59 steps, epsilon=0.1
Episode 251 reward -330.4491619425712 in 58 steps, epsilon=0.1
Episode 252 reward -622.6227509297698 in 63 steps, epsilon=0.1
Episode 253 reward -382.74101661905195 in 65 steps, epsilon=0.1
Episode 254 reward -443.40486448958194 in 68 steps, epsilon=0.1
Episode 255 reward -651.1645518306068 in 60 steps, epsilon=0.1
Episode 256 reward -502.044711386777 in 68 steps, epsilon=0.1
Episode 257 reward -793.8326255010144 in 92 steps, epsilon=0.1
Episode 258 reward -249.54312125718383 in 59 steps, epsilon=0.1
Episode 259 reward -675.3445093223435 in 67 steps, epsilon=0.1
Episode 260 reward -696.1766403542978 in 79 steps, epsilon=0.1
Episode 261 reward -463.14566734796 in 86 steps, epsilon=0.1
Episode 262 reward -313.4622820073748 in 66 steps, epsilon=0.1
Episode 263 reward -212.11696172985938 in 54 steps, epsilon=0.1
Episode 264 reward -684.0685092878379 in 65 steps, epsilon=0.1
Episode 265 reward -559.1594661500994 in 65 steps, epsilon=0.1
Episode 266 reward -307.2421336420636 in 64 steps, epsilon=0.1
Episode 267 reward -464.1512034453607 in 73 steps, epsilon=0.1
Episode 268 reward -183.08383045213324 in 53 steps, epsilon=0.1
Episode 269 reward -319.6974204696968 in 68 steps, epsilon=0.1
Episode 270 reward -582.499833819397 in 89 steps, epsilon=0.1
Episode 271 reward -262.6786531733599 in 62 steps, epsilon=0.1
Episode 272 reward -531.118998311032 in 58 steps, epsilon=0.1
Episode 273 reward -512.4963012218795 in 77 steps, epsilon=0.1
Episode 274 reward -578.2004275071339 in 63 steps, epsilon=0.1
Episode 275 reward -190.31380066879206 in 56 steps, epsilon=0.1
Episode 276 reward -622.8240016811894 in 75 steps, epsilon=0.1
Episode 277 reward -232.3576778393385 in 50 steps, epsilon=0.1
Episode 278 reward -303.824592632559 in 70 steps, epsilon=0.1
Episode 279 reward -407.00384687699557 in 70 steps, epsilon=0.1
Episode 280 reward -229.78440841286724 in 60 steps, epsilon=0.1
Episode 281 reward -621.5574156333967 in 62 steps, epsilon=0.1
Episode 282 reward -642.501791018165 in 65 steps, epsilon=0.1
Episode 283 reward -660.7717280239202 in 62 steps, epsilon=0.1
Episode 284 reward -565.7402645750832 in 90 steps, epsilon=0.1
Episode 285 reward -213.6956338752343 in 51 steps, epsilon=0.1
Episode 286 reward -464.06352052801486 in 68 steps, epsilon=0.1
Episode 287 reward -549.3779707642078 in 78 steps, epsilon=0.1
Episode 288 reward -624.777471572737 in 63 steps, epsilon=0.1
Episode 289 reward -172.921212444314 in 51 steps, epsilon=0.1
Episode 290 reward -641.5289618657375 in 73 steps, epsilon=0.1
Episode 291 reward -625.2176255947592 in 62 steps, epsilon=0.1
Episode 292 reward -519.1883790176113 in 86 steps, epsilon=0.1
Episode 293 reward -593.9092684378584 in 61 steps, epsilon=0.1
Episode 294 reward -166.5740823002784 in 52 steps, epsilon=0.1
Episode 295 reward -606.5358371732776 in 61 steps, epsilon=0.1
Episode 296 reward -581.3937305736057 in 71 steps, epsilon=0.1
Episode 297 reward -292.2809279452391 in 64 steps, epsilon=0.1
Episode 298 reward -503.5644671821491 in 85 steps, epsilon=0.1
Episode 299 reward -194.46764473697488 in 55 steps, epsilon=0.1
Episode 300 reward -337.3858737063394 in 68 steps, epsilon=0.1
Episode 301 reward -642.4759756199032 in 62 steps, epsilon=0.1
Episode 302 reward -537.4925161553473 in 69 steps, epsilon=0.1
Episode 303 reward -336.07331765209875 in 63 steps, epsilon=0.1
Episode 304 reward -567.607394213462 in 73 steps, epsilon=0.1
Episode 305 reward -596.3040265602658 in 61 steps, epsilon=0.1
Episode 306 reward -457.7142542486276 in 81 steps, epsilon=0.1
Episode 307 reward -418.4620136400518 in 79 steps, epsilon=0.1
Episode 308 reward -366.8294255074645 in 66 steps, epsilon=0.1
Episode 309 reward -389.2603619071212 in 67 steps, epsilon=0.1
Episode 310 reward -607.7662720893665 in 73 steps, epsilon=0.1
Episode 311 reward -726.1227080996013 in 70 steps, epsilon=0.1
Episode 312 reward -729.6736298437478 in 79 steps, epsilon=0.1
Episode 313 reward -558.9433674154657 in 68 steps, epsilon=0.1
Episode 314 reward -654.9343226166167 in 69 steps, epsilon=0.1
Episode 315 reward -605.1290879781749 in 104 steps, epsilon=0.1
Episode 316 reward -681.098064744843 in 75 steps, epsilon=0.1
Episode 317 reward -378.65931886846613 in 70 steps, epsilon=0.1
Episode 318 reward -358.01005268808154 in 69 steps, epsilon=0.1
Episode 319 reward -64.91846697176811 in 67 steps, epsilon=0.1
Episode 320 reward -520.6864907918759 in 77 steps, epsilon=0.1
Episode 321 reward -466.55511259007926 in 90 steps, epsilon=0.1
Episode 322 reward -498.51966687056085 in 82 steps, epsilon=0.1
Episode 323 reward -360.1838581086343 in 60 steps, epsilon=0.1
Episode 324 reward -402.70595878599386 in 65 steps, epsilon=0.1
Episode 325 reward -379.2231358539046 in 70 steps, epsilon=0.1
Episode 326 reward -311.74190418468675 in 68 steps, epsilon=0.1
Episode 327 reward -384.73031592521477 in 63 steps, epsilon=0.1
Episode 328 reward -485.6662884070939 in 76 steps, epsilon=0.1
Episode 329 reward -369.7752095800394 in 68 steps, epsilon=0.1
Episode 330 reward -486.2813702860596 in 103 steps, epsilon=0.1
Episode 331 reward -777.0541777280577 in 83 steps, epsilon=0.1
Episode 332 reward -526.5692427094853 in 72 steps, epsilon=0.1
Episode 333 reward -427.70591122728786 in 73 steps, epsilon=0.1
Episode 334 reward -35.86200490395191 in 58 steps, epsilon=0.1
Episode 335 reward -659.9134999957863 in 68 steps, epsilon=0.1
Episode 336 reward -753.542993968899 in 77 steps, epsilon=0.1
Episode 337 reward -731.7500416730722 in 85 steps, epsilon=0.1
Episode 338 reward -751.3033008152904 in 85 steps, epsilon=0.1
Episode 339 reward -491.64229513545155 in 56 steps, epsilon=0.1
Episode 340 reward -665.9137898083646 in 72 steps, epsilon=0.1
Episode 341 reward -717.7244274647476 in 81 steps, epsilon=0.1
Episode 342 reward -780.1578999301345 in 82 steps, epsilon=0.1
Episode 343 reward -576.3024078322871 in 72 steps, epsilon=0.1
Episode 344 reward -550.1821462584678 in 67 steps, epsilon=0.1
Episode 345 reward -271.60710762371514 in 61 steps, epsilon=0.1
Episode 346 reward -597.111611005954 in 93 steps, epsilon=0.1
Episode 347 reward -227.3334935146559 in 54 steps, epsilon=0.1
Episode 348 reward -491.37784600174234 in 99 steps, epsilon=0.1
Episode 349 reward -808.2662717433388 in 83 steps, epsilon=0.1
Episode 350 reward -698.6720658965784 in 68 steps, epsilon=0.1
Episode 351 reward -41.80738629503213 in 67 steps, epsilon=0.1
Episode 352 reward -775.5976218179799 in 74 steps, epsilon=0.1
Episode 353 reward -532.2034931795904 in 84 steps, epsilon=0.1
Episode 354 reward -307.2625203724471 in 73 steps, epsilon=0.1
Episode 355 reward -171.77257563458141 in 54 steps, epsilon=0.1
Episode 356 reward -571.4410942857603 in 63 steps, epsilon=0.1
Episode 357 reward -146.5026665129901 in 55 steps, epsilon=0.1
Episode 358 reward -609.5046082094307 in 63 steps, epsilon=0.1
Episode 359 reward -612.6868668925035 in 64 steps, epsilon=0.1
Episode 360 reward -606.4384008057602 in 64 steps, epsilon=0.1
Episode 361 reward -610.7581442577566 in 64 steps, epsilon=0.1
Episode 362 reward -398.0784629586255 in 71 steps, epsilon=0.1
Episode 363 reward -406.34772015926507 in 74 steps, epsilon=0.1
Episode 364 reward -830.8308980071965 in 85 steps, epsilon=0.1
Episode 365 reward -516.2185000509184 in 87 steps, epsilon=0.1
Episode 366 reward -553.8013970348428 in 70 steps, epsilon=0.1
Episode 367 reward -354.0254114396539 in 68 steps, epsilon=0.1
Episode 368 reward -525.435307887428 in 80 steps, epsilon=0.1
Episode 369 reward -824.1393455747652 in 83 steps, epsilon=0.1
Episode 370 reward -185.16522474543837 in 53 steps, epsilon=0.1
Episode 371 reward -669.0666955028246 in 78 steps, epsilon=0.1
Episode 372 reward -447.6785346272341 in 76 steps, epsilon=0.1
Episode 373 reward -191.08327579494733 in 51 steps, epsilon=0.1
Episode 374 reward -29.972850239386887 in 69 steps, epsilon=0.1
Episode 375 reward -566.1823729216383 in 71 steps, epsilon=0.1
Episode 376 reward -340.39309966173414 in 60 steps, epsilon=0.1
Episode 377 reward -919.1615066871972 in 87 steps, epsilon=0.1
Episode 378 reward -553.8552374923684 in 84 steps, epsilon=0.1
Episode 379 reward -358.255137816257 in 66 steps, epsilon=0.1
Episode 380 reward -184.4519052451697 in 54 steps, epsilon=0.1
Episode 381 reward -270.5249963940912 in 58 steps, epsilon=0.1
Episode 382 reward -271.1923642318959 in 60 steps, epsilon=0.1
Episode 383 reward -811.6704327266161 in 80 steps, epsilon=0.1
Episode 384 reward -774.392366240901 in 84 steps, epsilon=0.1
Episode 385 reward -209.0080468798046 in 57 steps, epsilon=0.1
Episode 386 reward -38.568238580008654 in 66 steps, epsilon=0.1
Episode 387 reward -258.8117467616671 in 61 steps, epsilon=0.1
Episode 388 reward -469.50023254133225 in 77 steps, epsilon=0.1
Episode 389 reward -266.881488753183 in 64 steps, epsilon=0.1
Episode 390 reward -397.24454283679324 in 72 steps, epsilon=0.1
Episode 391 reward -874.758426750523 in 87 steps, epsilon=0.1
Episode 392 reward -919.8468089467307 in 87 steps, epsilon=0.1
Episode 393 reward -595.0759894468808 in 75 steps, epsilon=0.1
Episode 394 reward -702.6640675155005 in 71 steps, epsilon=0.1
Episode 395 reward -509.6925197731425 in 65 steps, epsilon=0.1
Episode 396 reward -292.9652100553585 in 60 steps, epsilon=0.1
Episode 397 reward -239.80862565918542 in 60 steps, epsilon=0.1
